u_precision,u_recall,u_rmse,n_t,n_p,model,structure,level
0.9354838709677419,1.0,0.41522739926869984,91,93,restormer,nbte2_Vacancy-Anion-12A.png,36
1.0,1.0,0.45883146774112354,25,21,restormer,tis2_Vacancy-Anion-12A.png,1
1.0,1.0,0.2581988897471611,16,16,restormer,tis2_Vacancy-Anion-12A.png,2
0.875,1.0,3.24037034920393,13,16,restormer,tis2_Vacancy-Anion-12A.png,4
1.0,1.0,0.7559289460184544,7,9,restormer,tis2_Vacancy-Anion-12A.png,8
0.9411764705882353,1.0,0.5590169943749475,19,17,restormer,tis2_Vacancy-Anion-12A.png,12
0.0,1.0,,1,3,restormer,tis2_Vacancy-Anion-12A.png,16
0.9375,1.0,0.4629100498862757,16,16,restormer,tis2_Vacancy-Anion-12A.png,20
0.9444444444444444,1.0,2.855494029733936,15,18,restormer,tis2_Vacancy-Anion-12A.png,28
0.9230769230769231,1.0,0.5477225575051661,10,13,restormer,tis2_Vacancy-Anion-12A.png,36
0.9347826086956522,1.0,0.4472135954999579,45,46,restormer,tise2_Adatom-Li.png,1
0.9142857142857143,1.0,0.45425676257949793,65,70,restormer,tise2_Adatom-Li.png,2
0.92,1.0,0.3651483716701107,46,50,restormer,tise2_Adatom-Li.png,4
0.9019607843137255,1.0,0.4944132324730442,47,51,restormer,tise2_Adatom-Li.png,8
0.8181818181818182,1.0,0.3779644730092272,47,55,restormer,tise2_Adatom-Li.png,12
,,,0,5,restormer,tise2_Adatom-Li.png,16
0.6666666666666666,1.0,0.0,6,9,restormer,tise2_Adatom-Li.png,20
,,,0,3,restormer,tise2_Adatom-Li.png,28
0.9444444444444444,1.0,0.42008402520840293,54,54,restormer,tise2_Adatom-Li.png,36
1.0,1.0,0.22941573387056177,57,57,restormer,tite2-B_Cu_doped.png,1
1.0,1.0,0.14744195615489714,47,46,restormer,tite2-B_Cu_doped.png,2
1.0,0.9814814814814815,0.19611613513818404,54,52,restormer,tite2-B_Cu_doped.png,4
0.9512195121951219,1.0,0.0,40,41,restormer,tite2-B_Cu_doped.png,8
1.0,0.9761904761904762,0.2208630521496931,42,42,restormer,tite2-B_Cu_doped.png,12
1.0,1.0,0.32732683535398854,56,56,restormer,tite2-B_Cu_doped.png,16
,,,3,0,restormer,tite2-B_Cu_doped.png,20
0.9583333333333334,1.0,0.26111648393354675,44,48,restormer,tite2-B_Cu_doped.png,28
1.0,0.9795918367346939,0.25264557631995566,49,47,restormer,tite2-B_Cu_doped.png,36
0.8823529411764706,1.0,0.5222329678670935,16,17,restormer,vs2_Vacancy-Anion-06A.png,1
0.875,1.0,0.0,10,16,restormer,vs2_Vacancy-Anion-06A.png,2
0.8125,0.9333333333333333,0.5773502691896257,15,16,restormer,vs2_Vacancy-Anion-06A.png,4
0.8125,1.0,0.5773502691896258,10,16,restormer,vs2_Vacancy-Anion-06A.png,8
0.6923076923076923,1.0,0.7905694150420949,12,13,restormer,vs2_Vacancy-Anion-06A.png,12
0.5,1.0,0.7071067811865476,5,10,restormer,vs2_Vacancy-Anion-06A.png,16
0.625,1.0,0.0,9,8,restormer,vs2_Vacancy-Anion-06A.png,20
0.5714285714285714,1.0,1.2909944487358058,5,7,restormer,vs2_Vacancy-Anion-06A.png,28
0.8181818181818182,1.0,0.0,12,11,restormer,vs2_Vacancy-Anion-06A.png,36
1.0,1.0,0.22032632461961588,103,104,restormer,vte2_Defect-Free.png,1
1.0,1.0,0.2594372608313854,104,107,restormer,vte2_Defect-Free.png,2
1.0,1.0,0.3643396256679452,113,113,restormer,vte2_Defect-Free.png,4
1.0,1.0,0.3402785236893603,95,96,restormer,vte2_Defect-Free.png,8
1.0,1.0,0.2626128657194451,87,88,restormer,vte2_Defect-Free.png,12
1.0,1.0,0.32108064953396775,98,97,restormer,vte2_Defect-Free.png,16
1.0,1.0,0.2487080016869035,97,97,restormer,vte2_Defect-Free.png,20
1.0,1.0,0.3535533905932738,80,81,restormer,vte2_Defect-Free.png,28
1.0,1.0,0.30499714066520933,86,86,restormer,vte2_Defect-Free.png,36
1.0,0.9818181818181818,0.3333333333333333,55,54,restormer,ws2-A_Vacancy-Metal.png,1
0.9482758620689655,1.0,0.40451991747794525,55,58,restormer,ws2-A_Vacancy-Metal.png,2
0.9245283018867925,1.0,0.3779644730092272,49,53,restormer,ws2-A_Vacancy-Metal.png,4
0.9622641509433962,1.0,0.3960590171906697,51,53,restormer,ws2-A_Vacancy-Metal.png,8
1.0,1.0,0.3572948005052482,47,47,restormer,ws2-A_Vacancy-Metal.png,12
1.0,1.0,0.40406101782088427,49,49,restormer,ws2-A_Vacancy-Metal.png,16
0.94,0.9791666666666666,0.29488391230979427,48,50,restormer,ws2-A_Vacancy-Metal.png,20
0.9047619047619048,0.9743589743589743,0.6488856845230502,39,42,restormer,ws2-A_Vacancy-Metal.png,28
0.95,1.0,0.43495883620084,37,40,restormer,ws2-A_Vacancy-Metal.png,36
1.0,1.0,0.42919753763947605,76,76,restormer,cose2_Fe_doped.png,1
1.0,0.9649122807017544,1.0363754503432017,57,54,restormer,cose2_Fe_doped.png,2
1.0,1.0,0.45044261646145084,69,69,restormer,cose2_Fe_doped.png,4
1.0,1.0,0.496742636335202,78,77,restormer,cose2_Fe_doped.png,8
1.0,1.0,0.4051902077760665,67,67,restormer,cose2_Fe_doped.png,12
1.0,1.0,0.44095855184409843,72,72,restormer,cose2_Fe_doped.png,16
1.0,1.0,0.454858826147342,60,59,restormer,cose2_Fe_doped.png,20
1.0,1.0,0.5236349380886428,62,62,restormer,cose2_Fe_doped.png,28
1.0,0.9830508474576272,0.4354941703556927,59,59,restormer,cose2_Fe_doped.png,36
0.6666666666666666,1.0,0.7071067811865476,3,3,restormer,cro2_Vacancy-Anion-03.png,1
0.6666666666666666,1.0,0.7071067811865476,2,3,restormer,cro2_Vacancy-Anion-03.png,2
0.6666666666666666,1.0,0.7071067811865476,2,3,restormer,cro2_Vacancy-Anion-03.png,4
0.0,1.0,,1,1,restormer,cro2_Vacancy-Anion-03.png,8
0.6666666666666666,1.0,0.0,2,3,restormer,cro2_Vacancy-Anion-03.png,12
0.4,1.0,0.7071067811865476,2,5,restormer,cro2_Vacancy-Anion-03.png,16
1.0,1.0,0.0,1,1,restormer,cro2_Vacancy-Anion-03.png,20
0.8,1.0,0.0,3,5,restormer,cro2_Vacancy-Anion-03.png,28
,,,0,1,restormer,cro2_Vacancy-Anion-03.png,36
