model,structure,level,noise_std,kl_before,kl_after,fft_before,fft_after
nafnet_asym1,vo2_Vacancy-Anion-03.png,1,0.02965906634926796,0.0826923463104805,0.05757345644618131,1.1942057997175053,0.10250186354204527
nafnet_asym1,vo2_Vacancy-Anion-03.png,2,0.028834542259573936,0.14141411473503093,0.08181581629327195,1.2212286521281173,0.12125710426801023
nafnet_asym1,vo2_Vacancy-Anion-03.png,4,0.027745047584176064,0.1425548585441212,0.074265257392119,0.7273289516352879,0.12510500929657323
nafnet_asym1,vo2_Vacancy-Anion-03.png,8,0.02816244587302208,0.1278076460539627,0.09172521623248402,1.3138414386226251,0.1353322631167842
nafnet_asym1,vo2_Vacancy-Anion-03.png,12,0.028522003442049026,0.14694394255104606,0.06757699572266115,1.108316144521552,0.10676348296200767
nafnet_asym1,vo2_Vacancy-Anion-03.png,16,0.027635056525468826,0.15271540440750264,0.09137816675621259,1.0231672552079962,0.11656013774528677
nafnet_asym1,vo2_Vacancy-Anion-03.png,20,0.02909925952553749,0.09952063420753915,0.07763717359086736,0.9559095644334347,0.09981131790038324
nafnet_asym1,vo2_Vacancy-Anion-03.png,28,0.028831079602241516,0.13797281892236365,0.06942329172823293,1.1423318617427032,0.10758619526346204
nafnet_asym1,vo2_Vacancy-Anion-03.png,36,0.023018276318907738,0.07296822301026828,0.05899635916581911,0.8874377275583104,0.2156933466726743
nafnet_asym1,mno2_Defect-Free.png,1,0.02342214807868004,0.09114850699929593,0.041133602563751266,1.626579448593542,0.16013406935918822
nafnet_asym1,mno2_Defect-Free.png,2,0.022293251007795334,0.12318127965627007,0.028529068280861592,1.635736740574755,0.16326171745799561
nafnet_asym1,mno2_Defect-Free.png,4,0.02210908941924572,0.1223468480229375,0.030869561801199603,1.605629922651237,0.1660195968200807
nafnet_asym1,mno2_Defect-Free.png,8,0.021790310740470886,0.12368106221065853,0.030187669447832306,1.6058144419101035,0.17287738449534717
nafnet_asym1,mno2_Defect-Free.png,12,0.020729513838887215,0.4519900335021843,0.03948024311051565,1.562801009875604,0.19348768142429243
nafnet_asym1,mno2_Defect-Free.png,16,0.0202647615224123,0.40405039016563365,0.027792170134067307,1.0653292173949929,0.13754620025075454
nafnet_asym1,mno2_Defect-Free.png,20,0.019588740542531013,0.1100312642003024,0.05293630851715489,0.6257985746052024,0.1883333896806019
nafnet_asym1,mno2_Defect-Free.png,28,0.01957746222615242,0.3992283910456419,0.03099938513687566,1.4451343778005712,0.21653911132524825
nafnet_asym1,mno2_Defect-Free.png,36,0.022624174132943153,0.09378736012863015,0.03252211139843492,1.625075838939361,0.16005532803303635
nafnet_asym1,mos2-A_Adatom-Li.png,1,0.015552978962659836,0.04050166724771821,0.024953706051811558,1.5649623978985798,0.19654324860396036
nafnet_asym1,mos2-A_Adatom-Li.png,2,0.015542819164693356,0.04469852126615066,0.03147486571616868,0.8420160058909967,0.10669115612801514
nafnet_asym1,mos2-A_Adatom-Li.png,4,0.015599560923874378,0.035846995259268676,0.03578108363153468,1.4974451547063288,0.17820071654253963
nafnet_asym1,mos2-A_Adatom-Li.png,8,0.015165350399911404,0.046715955173297075,0.030069608274420807,0.8542449333142932,0.11965759227532621
nafnet_asym1,mos2-A_Adatom-Li.png,12,0.014912944287061691,0.047478466766671105,0.035870560552525556,1.5206235604180314,0.20956457097898498
nafnet_asym1,mos2-A_Adatom-Li.png,16,0.014617803506553173,0.04881615096604667,0.04058488357171271,1.5214271272507516,0.22779591242613037
nafnet_asym1,mos2-A_Adatom-Li.png,20,0.014484021812677383,0.060707981276501774,0.027550341610591868,1.5375531421394113,0.2368392640110126
nafnet_asym1,mos2-A_Adatom-Li.png,28,0.01409999281167984,0.06532848286480235,0.046963046278010956,0.7953193235130137,0.16090000663287551
nafnet_asym1,mos2-A_Adatom-Li.png,36,0.014381983317434788,0.03266170177955569,0.02057163939691372,0.8467434845316518,0.14618858868412732
nafnet_asym1,mose2-A_Doped-Na.png,1,0.0069342548958957195,0.016328956660789415,0.02051551777950036,0.9302096427681316,0.11260888991131496
nafnet_asym1,mose2-A_Doped-Na.png,2,0.006910566706210375,0.018907923495311885,0.021108304514215137,1.0078365884902618,0.13844793368369487
nafnet_asym1,mose2-A_Doped-Na.png,4,0.006731895264238119,0.016529416423905617,0.020742780409043156,0.9693662323326572,0.12869047821821078
nafnet_asym1,mose2-A_Doped-Na.png,8,0.0069274865090847015,0.02034632542799126,0.023167673609545275,0.9707437421866677,0.12642061625808354
nafnet_asym1,mose2-A_Doped-Na.png,12,0.006589921191334724,0.016916765676794936,0.02034682974206463,0.8269108108179899,0.10004777463828596
nafnet_asym1,mose2-A_Doped-Na.png,16,0.006487146019935608,0.008435422616091752,0.01325380646411987,0.9868760894345577,0.14885267678070557
nafnet_asym1,mose2-A_Doped-Na.png,20,0.006380313076078892,0.025171274129400487,0.025477163371834553,0.8835816393185051,0.128530265472381
nafnet_asym1,mose2-A_Doped-Na.png,28,0.007172195240855217,0.03438331088952926,0.035092426543072236,0.6066584870750918,0.2090145875611085
nafnet_asym1,mose2-A_Doped-Na.png,36,0.006114795338362455,0.01791739393873988,0.020878168790652754,0.9422975709860295,0.17224577170312608
nafnet_asym1,mote2-A_Anti-2M.png,1,0.016147075220942497,0.09751189395214571,0.067143651283431,1.3193573386762,0.12687943918249373
nafnet_asym1,mote2-A_Anti-2M.png,2,0.01624821312725544,0.0940307776748206,0.0662518042092351,1.2563086078082477,0.11260193215654046
nafnet_asym1,mote2-A_Anti-2M.png,4,0.0160305704921484,0.05959829928820644,0.04729214001942522,1.4120899578059625,0.14197415452227785
nafnet_asym1,mote2-A_Anti-2M.png,8,0.01607857458293438,0.08027312615266402,0.05964083249068235,1.4643891243971443,0.15139905011636054
nafnet_asym1,mote2-A_Anti-2M.png,12,0.014734020456671715,0.0465280624366529,0.025647441969749704,1.3379592699367229,0.16997870262879375
nafnet_asym1,mote2-A_Anti-2M.png,16,0.014372681267559528,0.044820807180582636,0.0325581006359079,0.898960740637686,0.12252410252801463
nafnet_asym1,mote2-A_Anti-2M.png,20,0.013817038387060165,0.30531916262404285,0.020649138388962686,1.302849961526424,0.20199327199570444
nafnet_asym1,mote2-A_Anti-2M.png,28,0.015845632180571556,0.04904587306056935,0.022878844055507896,1.4623017062080252,0.1535662772112925
nafnet_asym1,mote2-A_Anti-2M.png,36,0.015669407323002815,0.09017273138815565,0.03240618280853412,1.530048495619046,0.16908810865595644
nafnet_asym1,tate2-A_Fe_doped.png,1,0.008334615267813206,0.015361352180072549,0.015534302068444987,1.1026013592361716,0.12783075928504056
nafnet_asym1,tate2-A_Fe_doped.png,2,0.008226051926612854,0.02171681808504674,0.018934356062170164,1.0983870384171974,0.12152707887869205
nafnet_asym1,tate2-A_Fe_doped.png,4,0.00801769271492958,0.02625000997289986,0.012651442540172596,1.0779875591611952,0.11141190646800143
nafnet_asym1,tate2-A_Fe_doped.png,8,0.008005748502910137,0.013367302272788763,0.014422050014743514,1.0319253313864096,0.10437077616757875
nafnet_asym1,tate2-A_Fe_doped.png,12,0.008547350764274597,0.010499068260847493,0.013903849023040732,1.1057601738460565,0.1301011230009008
nafnet_asym1,tate2-A_Fe_doped.png,16,0.007404810283333063,0.049078988942784375,0.04393204175655409,0.45992622181634957,0.4104489666396316
nafnet_asym1,tate2-A_Fe_doped.png,20,0.007538474164903164,0.024633995079454497,0.020234039828864674,0.5966252303430621,0.1151738032710559
nafnet_asym1,tate2-A_Fe_doped.png,28,0.006911484524607658,0.05625795784080047,0.04852367770289526,0.46547507397722504,0.4188236119025784
nafnet_asym1,tate2-A_Fe_doped.png,36,0.006597473286092281,0.04507194950357638,0.03794142309609958,0.7049054167215878,0.13932341858037683
nafnet_asym1,vse2-A_Vacancy-Anion-06A.png,1,0.0111501170322299,0.03835850009119189,0.0275538949954113,1.3512853490265702,0.1589551188846748
nafnet_asym1,vse2-A_Vacancy-Anion-06A.png,2,0.010683832690119743,0.13644492437631925,0.014584115500034581,1.0856887013691425,0.12442497121394247
nafnet_asym1,vse2-A_Vacancy-Anion-06A.png,4,0.011364440433681011,0.0497809202053196,0.014004118014093014,1.35855474586528,0.15748254112406473
