structure,family,op,level,psnr,ssim,kl,split
mos2-A_Vacancy-Anion-06B.png,mos2,B,4,23.220032349304283,0.7575899289799024,0.02414508542434225,train
mos2-A_Vacancy-Metal.png,mos2,B,4,26.589223940476817,0.8011582568174176,0.005644435232860037,val
mos2-B_Adatom-K.png,mos2,B,4,23.348968333897695,0.8243348094349218,0.034930931224665375,val
mos2-B_Adatom-Li.png,mos2,B,4,26.559500523107403,0.7895252513912203,0.01771998913174588,train
mos2-B_Adatom-Na.png,mos2,B,4,26.64588016329088,0.818091212473412,0.015232823171597642,train
mos2-B_Anti-2M.png,mos2,B,4,31.78901452428562,0.8112440215658474,0.005921253402684956,train
mos2-B_Anti-Anion.png,mos2,B,4,25.78752608912302,0.8020739154833716,0.017577693356917,val
mos2-B_Anti-Metal.png,mos2,B,4,27.25345091238834,0.8349679499005996,0.012658180842072134,train
mos2-B_Defect-Free.png,mos2,B,4,32.28310430133858,0.8289825509907307,0.0095292821378379,train
mos2-B_Doped-K.png,mos2,B,4,30.986789653780416,0.7892380313939374,0.02094571663012522,test
mos2-B_Doped-Li.png,mos2,B,4,31.48747101554031,0.8025918161648367,0.0167023168546172,train
mos2-B_Doped-Na.png,mos2,B,4,25.89369527329371,0.7824759741562217,0.029283231573406055,train
mos2-B_Ti_adatom.png,mos2,B,4,28.294776932719593,0.8672242258106263,0.017104287323858453,train
mos2-B_Ti_doped.png,mos2,B,4,24.830775065772592,0.8024517140080677,0.025084957822072023,train
mos2-B_V_adatom.png,mos2,B,4,31.83039741023134,0.8938593177074784,0.006540039098319514,train
mos2-B_V_doped.png,mos2,B,4,24.96455597480853,0.7796755276711803,0.01890808956777595,test
mos2-B_Vacancy-Anion-03.png,mos2,B,4,23.592232494587066,0.774501393269361,0.02448184159731428,train
mos2-B_Vacancy-Anion-06A.png,mos2,B,4,25.668225942274,0.7964301559517996,0.009225879817438883,train
mos2-B_Vacancy-Anion-06B.png,mos2,B,4,21.06271955841497,0.7488973291170318,0.03342315041414313,train
